SITE_NO,STATION_NM,REG,SQMI,ABS_DIFF
02144000,"LONG CREEK NEAR BESSEMER CITY, NC",03,31.5994,0.0063
02145000,"SOUTH FORK CATAWBA RIVER AT LOWELL, NC",03,627.9214,0.0001
02145642,"CROWDERS CREEK (RD 1104) NEAR CLOVER, SC",03,88.9244,0.0008
02145749,"ALLISON CREEK AT RD 114 NEAR YORK, SC",03,40.6285,0.0082
02146000,"CATAWBA RIVER NEAR ROCKHILL, SC",03,3045.5473,0.0015
02146110,"MANCHESTER CREEK AT ROCK HILL, SC",03,5.8594,0.0102
02146211,"IRWIN CR AT STATESVILLE AVE AT CHARLOTTE, NC",03,5.7457,0.0376
02146285,"STEWART CREEK AT WEST MOREHEAD ST AT CHARLOTTE, NC",03,11.0047,0.0086
02146300,"IRWIN CREEK NEAR CHARLOTTE, NC",03,30.1694,0.0173
02146315,"TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC",03,5.2488,0.0808
02146330,"SUGAR CREEK AT ARROWOOD ROAD NEAR CHARLOTTE, NC",03,43.2625,0.0100
02146348,"COFFEY CREEK NR CHARLOTTE, NC",03,9.1942,0.0059
02146381,"SUGAR CREEK AT NC 51 NEAR PINEVILLE, NC",03,64.4094,0.0136
02146404,"LITTLE SUGAR CR BL 36TH STREET NEAR CHARLOTTE, NC",03,3.3185,0.0297
02146409,"LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE, NC",03,12.1573,0.0303
02146420,"LITTLE SUGAR CR AT HILLSIDE AVE, CHARLOTTE, NC",03,15.2941,0.0196
02146437,"BRIAR CR AT INDEPENDENCE BLVD AT CHARLOTTE, NC",03,11.2229,0.0020
02146450,"BRIAR CREEK AT SHARON ROAD, CHARLOTTE, NC",03,18.4048,0.0051
02146470,"LITTLE HOPE CR AT SENECA PLACE AT CHARLOTTE, NC",03,2.7094,0.0302
02146500,"LITTLE SUGAR CREEK NEAR CHARLOTTE, NC (SITE 55)",03,40.9760,0.0006
02146507,"LITTLE SUGAR C AT ARCHDALE DR AT CHARLOTTE, NC",03,42.9105,0.0073
02146530,"LITTLE SUGAR CREEK AT PINEVILLE, NC",03,49.2605,0.0012
02146562,"CAMPBELL CREEK NR CHARLOTTE, NC",03,5.9007,0.0537
02146579,"IRVIN'S CREEK AT LEBANON RD NR MINT HILL, NC",03,5.3211,0.0097
02146600,"MCALPINE CR AT SARDIS ROAD NEAR CHARLOTTE, NC",03,38.7010,0.0227
02146614,"MCALPINE CR AT COLONY RD NEAR OLDE PROVIDENCE, NC",03,46.0379,0.0226
02146670,"FOUR MILE CREEK NEAR PINEVILLE, NC",03,17.6542,0.0082
02146681,"MCMULLEN CR ABOVE LINCREST PLACE AT CHARLOTTE, NC",03,1.8966,0.0224
02146700,"MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE, NC",03,7.0808,0.0188
02146750,"MCALPINE CR BELOW MCMULLEN CR NR PINEVILLE, NC",03,92.0279,0.0040
02146800,"SUGAR CREEK NR FORT MILL, SC",03,262.6461,0.0025
02146820,"SUGAR CR. NR FT. MILL, S.C.",03,274.4556,0.0396
02146858,"SIX MILE CREEK NEAR PINEVILLE, NC",03,21.0013,0.0345
02146900,"TWELVE MILE CREEK NEAR WAXHAW, NC",03,75.5509,0.0124
02147000,"CATAWBA RIVER NEAR CATAWBA, SC",03,3530.9067,0.0003
02147020,"CATAWBA RIVER BELOW CATAWBA, SC",03,3535.3772,0.0013
02147126,"WAXHAW CREEK AT SR1103 NEAR JACKSON, NC",03,34.8887,0.0060
02147240,BEAR CREEK AT LANCASTER S. C.,03,66.4418,0.0024
02147341,"FISHING CREEK @ HWY 5 BELOW YORK, SC",03,16.3970,0.0181
02147500,"ROCKY CREEK AT GREAT FALLS, SC",03,196.0542,0.0106
02148000,"WATEREE RIVER NR. CAMDEN, SC",03,5054.9318,0.0030
02148071,"GILLIES CREEK NEAR LUGOFF, SC",03,8.4770,0.0226
02148300,"COLONELS CREEK NEAR LEESBURG,S.C.",03,40.1990,0.0000
02148315,"WATEREE R. BL EASTOVER, SC",03,5552.2056,0.0068
02148500,"BROAD RIVER NEAR CHIMNEY ROCK, NC",03,94.5843,0.0249
02149000,"COVE CREEK NEAR LAKE LURE, NC",03,78.6544,0.0044
02149702,"GREEN RIVER NEAR SALUDA, NC",03,105.3819,0.0133
02150000,"GREEN R NR MILL SPRING, NC",03,176.2521,0.0129
02150495,"SECOND BROAD RIVER NR LOGAN, NC",03,87.0327,0.0097
02151000,"SECOND BROAD RIVER AT CLIFFSIDE, NC",03,220.0195,0.0001
02151500,"BROAD RIVER NEAR BOILING SPRINGS, NC",03,872.6885,0.0026
02152000,"SANDY RUN CR NR BOILING SPRINGS, NC",03,64.9546,0.0305
02152100,"FIRST BROAD RIVER NEAR CASAR, NC",03,60.3781,0.0020
02152285,"FIRST BROAD RIVER AT SR1512 NEAR LAWNDALE, NC",03,128.3607,0.0050
02152474,"FIRST BROAD RIVER AT LAWNDALE, NC",03,189.7407,0.0014
02152500,"FIRST BROAD RIVER NEAR LAWNDALE, NC",03,199.8842,0.0006
02152610,"SUGAR BRANCH NEAR BOILING SPRINGS, NC",03,1.5192,0.0550
02153051,"GASTON SHOALS RESERVOIR ABOVE BLACKSBURG, SC",03,1298.0843,0.0141
02153200,"BROAD RIVER NEAR BLACKSBURG, SC",03,1315.9881,0.0201
02153500,"BROAD RIVER NEAR GAFFNEY, SC",03,1500.0282,0.0067
02153550,"NINETYNINE ISLAND RESERVOIR BELOW CHEROKEE FALLS,S",03,1558.5959,0.0055
02153551,"BROAD RIVER BELOW CHEROKEE FALLS, SC",03,1558.6038,0.0056
02153590,"KINGS CREEK AT BLACKSBURG, SC",03,27.8499,0.0018
02153609,"GILKEY CREEK NEAR WILKINSVILLE, SC",03,20.4613,0.0030
02153680,BROAD R NR HICKORY GROVE S C,03,1665.7531,0.0095
02153780,"CLARKS FORK CREEK NR SMYRNA, SC",03,24.1391,0.0016
02153800,"BULLOCK CREEK NR SHARON, SC",03,84.4164,0.0014
02154790,"SOUTH PACOLET RIVER NR CAMPOBELLO, SC",03,55.4326,0.0006
02154950,"LAKE WILLIAM C. BOWEN NEAR FINGERVILLE, SC",03,79.0164,0.0048
02155500,"PACOLET RIVER NEAR FINGERVILLE, SC",03,208.7421,0.0154
02155600,"BLACK CREEK NEAR FINGERVILLE, S. C.",03,10.6447,0.0645
02156000,"PACOLET RIVER NEAR CLIFTON, S. C.",03,323.4166,0.0107
02156300,LAWSONS FORK CREEK AT SPARTANBURG SC,03,74.3069,0.0053
02156450,"NEALS CREEK NR CARLISLE, SC",03,12.0847,0.0175
02156500,"BROAD RIVER NEAR CARLISLE, S. C.",03,2780.3665,0.0035
02157000,"NORTH TYGER RIVER NEAR FAIRMONT, S. C.",03,44.0385,0.0081
02157490,"BEAVERDAM CREEK ABOVE GREER, SC",03,15.8549,0.0028
02157510,"MIDDLE TYGER RIVER NEAR LYMAN, SC",03,68.9684,0.0005
02158000,"NORTH TYGER RIVER NEAR MOORE, S. C.",03,160.6582,0.0083
02158408,"SOUTH TYGER RIVER BELOW DUNCAN, SC",03,95.3579,0.0101
02159000,"SOUTH TYGER RIVER NEAR WOODRUFF, S. C.",03,172.1083,0.0109
02159600,"DUTCHMAN CREEK NEAR PAULINE, S.C.",03,9.1445,0.0195
02159800,"FAIRFOREST CREEK AT SPARTANBURG, S. C.",03,17.6879,0.0405
02160000,"FAIRFOREST CREEK NEAR UNION, S.C.",03,185.8627,0.0156
02160105,"TYGER RIVER NEAR DELTA, SC",03,756.4270,0.0034
02160325,"BRUSHY CREEK NEAR GREENVILLE, SC",03,9.1379,0.0097
02160390,"ENOREE RIVER NEAR WOODRUFF, SC",03,248.6531,0.0014
02160500,ENOREE RIVER NEAR ENOREE S. C.,03,306.3503,0.0021
02160700,"ENOREE RIVER AT WHITMIRE ,SC",03,442.8371,0.0026
02160775,"HELLERS CREEK NR POMARIA, SC",03,8.2803,0.0147
02161000,"BROAD RIVER AT ALSTON, SC",03,4773.2787,0.0035
02161500,"BROAD RIVER AT RICHTEX, S. C.",03,4825.0787,0.0051
02161700,"WEST FORK LITTLE RIVER NR SALEM CROSSROADS, SC",03,25.4933,0.0003
02162010,"CEDAR CREEK NEAR BLYTHEWOOD, SC",03,49.1486,0.0051
02162080,"CRANE CREEK AT COLUMBIA, S. C.",03,66.4960,0.0001
02162093,"SMITH BRANCH AT NORTH MAIN ST AT COLUMBIA, SC",03,5.5484,0.0215
02162290,"SOUTH SALUDA RIVER NEAR CLEVELAND, SC",03,17.3957,0.0238
02162350,"MIDDLE SALUDA RIVER NEAR CLEVELAND, SC",03,20.9874,0.0006
02162500,"SALUDA RIVER NEAR GREENVILLE,S.C.",03,295.6108,0.0021
02162700,"MIDDLE BRANCH NEAR EASLEY, SC",03,6.7027,0.0249
02163000,"SALUDA RIVER NEAR PELZER, S. C.",03,411.0421,0.0149
02163001,"SALUDA RIVER NEAR WILLIAMSTON, SC",03,419.7578,0.0139
02163500,"SALUDA RIVER NEAR WARE SHOALS, SC",03,581.2361,0.0021
02164000,"REEDY RIVER NEAR GREENVILLE, SC",03,48.2900,0.0064
02164011,"BRUSHY CREEK AT GROVE ROAD, AT GREENVILLE, SC",03,3.0708,0.0889
02164110,"REEDY RIVER ABOVE FORK SHOALS, S. C.",03,109.4211,0.0053
02165000,"REEDY RIVER NEAR WARE SHOALS, S. C.",03,236.0041,0.0000
02165090,"REEDY RIVER NEAR WATERLOO, SC",03,251.0560,0.0002
02165200,"SOUTH RABON CREEK NEAR GRAY COURT,S.C.",03,30.0947,0.0202
02165280,"NORTH RABON CREEK NEAR HICKORY TAVERN, SC",03,36.7651,0.0037
02166501,"LAKE GREENWOOD TAILRACE NR CHAPPELLS, SC",03,1166.2880,0.0032
02166970,"NINETY-SIX CREEK NR NINETY-SIX, SC",03,17.9162,0.0297
02167000,"SALUDA RIVER AT CHAPPELLS, SC",03,1356.9523,0.0022
02167020,"TRIBUTARY TO CRANE CREEK AT COLUMBIA, SC",03,0.2881,0.0288
02167450,"LITTLE RIVER NR SILVERSTREET, SC",03,223.9549,0.0263
02167582,"BUSH RIVER NR PROSPERITY, S C",03,115.9345,0.0081
02168501,"LAKE MURRAY TAILRACE NEAR COLUMBIA, SC",03,2422.1026,0.0009
02168504,"SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC",03,2422.6092,0.0011
02169000,"SALUDA RIVER NEAR COLUMBIA, SC",03,2522.3406,0.0009
02169300,"CONGAREE RIVER ABOVE COLUMBIA, SC",03,7833.7096,0.0008
02169500,"CONGAREE RIVER AT COLUMBIA, SC",03,7835.5621,0.0018
02169550,"CONGAREE CREEK AT CAYCE,S.C.",03,120.5589,0.0118
02169568,"PEN BRANCH AT COLUMBIA, SC",03,2.2392,0.0092
02169570,"GILLS CREEK AT COLUMBIA, SC",03,59.4316,0.0028
02169624,"CONGAREE RIVER AT SANDY RUN, SC",03,8198.3330,0.0111
02169625,"CONGAREE RIVER AT CONGAREE SWAMP NM NR GADSDEN,SC",03,8207.4977,0.0100
02169630,"BIG BEAVER CREEK NEAR ST. MATTHEWS, SC",03,10.0717,0.0072
02169670,"CEDAR CREEK BELOW MYERS CREEK NR HOPKINS, SC",03,67.9256,0.0153
02169672,"CEDAR CR AT WISE LAKE,CONGAREE RIVER NM,NR GADSDEN",03,71.1976,0.0028
02171680,"WEDBOO CREEK NEAR JAMESTOWN,S.C.",03,15.2392,0.1242
02172002,"LAKE MOULTRIE TAILRACE CANAL AT MONCKS CORNER, SC",03,14886.9741,0.0059
02172300,"MCTIER CREEK (RD 209) NEAR MONETTA, SC",03,15.5672,0.0021
02172500,"SOUTH FORK EDISTO RIVER NR MONTMORENCI, S. C.",03,195.7515,0.0114
02172640,"DEAN SWAMP CREEK NR SALLEY, SC",03,31.0844,0.0037
02173000,"SOUTH FORK EDISTO RIVER NEAR DENMARK, S.C.",03,733.0246,0.0181
02173030,"SOUTH FORK EDISTO RIVER NEAR COPE, SC",03,765.6887,0.0115
02173051,"SOUTH FORK EDISTO RIVER NEAR BAMBERG, SC",03,813.1117,0.0076
02173212,"CEDAR CREEK NEAR THOR, SC",03,43.5242,0.0131
02173351,"BULL SWAMP CREEK BELOW SWANSEA, SC",03,33.8824,0.0150
02173500,"NORTH FORK EDISTO RIVER AT ORANGEBURG, SC",03,685.6211,0.0038
02174000,"EDISTO RIVER NEAR BRANCHVILLE, SC",03,1728.0546,0.0047
02174250,"COW CASTLE CREEK NEAR BOWMAN, SC",03,24.1742,0.0331
02175000,"EDISTO RIVER NR GIVHANS, SC",03,2714.4696,0.0057
02175500,"SALKEHATCHIE RIVER NEAR MILEY, SC",03,340.2348,0.0022
02176000,"COMBAHEE RIVER NEAR YEMASSEE, S. C.",03,1092.7216,0.0066
02176711,"MAY RIVER NEAR PRITCHARDVILLE, SC",03,15.7250,0.1232
02176720,"MAY RIVER NEAR BLUFFTON, SC",03,23.6721,0.1326
02177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",03,203.5030,0.0169
02177100,"ASHLEY CREEK NEAR CLAYTON, GA.",03,1.0154,0.0256
02178400,"TALLULAH RIVER NEAR CLAYTON, GA",03,58.6049,0.0373
02179000,"TALLULAH RIVER NEAR SEED, GEORGIA",03,129.6756,0.0052
02180500,"TIGER CREEK AT LAKEMONT, GEORGIA",03,24.6992,0.0500
02181000,"TALLALAH RIVER AT MATHIS, GEORGIA",03,178.4535,0.0082
02181500,"TALLULAH RIVER AT TALLULAH FALLS, GEORGIA",03,184.8324,0.0100
02181580,"TALLULAH RIVER AB POWERHOUSE, NR TALLULAH FALLS,GA",03,186.3280,0.0105
02182000,"PANTHER CREEK NEAR TOCCOA, GA.",03,32.5699,0.0022
02182050,"PANTHER CREEK AT YONAH DAM RD, NEAR TOCCOA, GA.",03,32.8316,0.0010
02184000,"TUGALOO RIVER NEAR HARTWELL, GA",03,919.1135,0.0111
02184240,"HORSEPASTURE RIVER NEAR SAPPHIRE, NC",03,21.0725,0.0035
02186000,"TWELVEMILE CREEK NEAR LIBERTY, SC",03,104.1521,0.0174
02186645,"CONEROSS CK NR SENECA, SC",03,65.3800,0.0007
02186699,"EIGHTEENMILE CREEK ABOVE PENDLETON, SC",03,46.7878,0.0045
02187250,"HARTWELL LAKE NEAR HARTWELL, GA",03,2095.6893,0.0037
02187252,"SAVANNAH RIVER BELOW HARTWELL LK NR HARTWELL, GA",03,2096.7383,0.0032
02187500,"SAVANNAH RIVER NEAR IVA,S.C.",03,2234.9462,0.0018
02187900,"BROADWAY CREEK NEAR ANDERSON, S.C.",03,26.1059,0.0111
02187910,"ROCKY RIVER NR STARR, SC",03,111.1881,0.0017
02188000,"ROCKY RIVER NEAR CALHOUN FALLS, SC",03,270.0008,0.0112
02188500,"BEAVERDAM CREEK AT DEWY ROSE, GA",03,38.6322,0.0060
02188600,BEAVERDAM CREEK AB ELBERTON GA,03,72.0267,0.0004
02188680,"BEAVERDAM CREEK (CITY INTAKE) NR ELBERTON, GA.",03,80.3529,0.1032
02189000,"SAVANNAH RIVER NEAR CALHOUN FALLS, S. C.",03,2827.1053,0.0170
02189005,"R B RUSSELL TAILRACE NR CALHOUN FALLS, SC",03,2838.6135,0.0212
02189050,"N FORK BROAD R (NFBR SWS NO. 1) AB TOCCOA, GA.",03,3.3293,0.0904
02189500,"NORTH FORK BROAD RIVER NEAR TOCCOA, GA.",03,18.0250,0.0150
02189600,"BEAR CREEK (NFBR SWS NO. 6) NEAR MIZE, GA.",03,3.4968,0.0340
02190000,"NORTH FORK BROAD RIVER NEAR LAVONIA, GA.",03,40.3252,0.0512
02190500,"TOMS CREEK NEAR MARTIN, GA.",03,10.0074,0.0284
02191000,"NORTH FORK BROAD RIVER NEAR CARNESVILLE, GA.",03,119.4824,0.0041
02191200,"HUDSON RIVER AT HOMER, GA.",03,60.7416,0.0026
02191300,"BROAD RIVER ABOVE CARLTON, GA",03,756.2411,0.0049
02191500,"BROAD RIVER NEAR CARLTON, GA.",03,757.8496,0.0054
02191743,"SOUTH FORK BROAD RIVER AT CARLTON, GA",03,225.1579,0.0052
02191970,"LITTLE MACKS CREEK NEAR LEXINGTON, GA.",03,1.9359,0.0243
02192000,"BROAD RIVER NEAR BELL, GA",03,1418.3329,0.0082
02192500,"LITTLE RIVER NEAR MT. CARMEL, SC",03,214.6241,0.0109
02192830,"BLUE HILL CREEK AT ABBEVILLE, SC",03,3.6619,0.1302
02193340,"KETTLE CREEK NEAR WASHINGTON, GA",03,33.9279,0.0008
02193500,"LITTLE RIVER NEAR WASHINGTON, GA",03,292.1547,0.0005
02194000,"LITTLE RIVER (SR 43) NEAR LINCOLNTON, GA.",03,579.3697,0.0094
02194500,"LAKE THURMOND NEAR CLARKS HILL, SC",03,6128.5126,0.0035
02194501,"LAKE THURMOND TAILRACE NEAR CLARKS HILL, SC",03,6128.5098,0.0035
02195000,"SAVANNAH RIVER NEAR CLARKS HILL, S.C.",03,6129.8021,0.0033
02195320,"KIOKEE CREEK AT GA 104, NEAR EVANS, GA",03,105.7297,0.0026
02196000,"STEVENS CREEK NEAR MODOC, SC",03,543.7763,0.0022
02196250,"HORN CREEK NR COLLIERS (EDGEFIELD), SC",03,14.1147,0.0154
02196484,"SAVANNAH RIVER NEAR NORTH AUGUSTA, SC",03,7146.8512,0.0004
02196689,"LITTLE HORSE CREEK NEAR GRANITEVILLE, SC",03,26.7800,0.0068
02196690,"HORSE CREEK AT CLEARWATER, SC",03,149.4134,0.0360
02196820,"BUTLER CREEK AT US 78, AT FORT GORDON, GA",03,7.4165,0.0111
02196835,"BUTLER CREEK BELOW 7TH AVENUE, AT FT. GORDON, GA",03,10.3510,0.0142
02196838,"BUTLER CREEK RESERVOIR AT FORT GORDON, GA",03,13.1188,0.1369
02196999,SAVANNAH RV ABOVE NEW SAVANNAH BLUFF LOCK & DAM,03,7379.2473,0.0171
02197020,"SPIRIT CREEK AT US 1, NEAR AUGUSTA, GA",03,17.5573,0.0208
02197310,"UPPER THREE RUNS ABOVE ROAD C (SRS), SC",03,191.4583,0.0878
02197315,"UPPER THREE RUNS AT ROAD A (SRS), SC",03,201.5046,0.0074
02197320,"SAVANNAH R. NR JACKSON, SC",03,8109.1285,0.0001
02197330,"SITE 1 AT SRS, SC",03,0.1161,0.1072
02197334,"SITE NO. 3 AT SAVANNAH RIVER SITE, SC",03,5.9403,0.0016
02197338,"SITE NO. 5 AT SAVANNAH RIVER SITE, SC",03,0.2971,0.0611
02197340,"SITE NO. 6 AT SAVANNAH RIVER SITE, SC",03,7.4412,0.0118
02197342,"SITE NO. 7 AT SAVANNAH RIVER SITE, SC",03,12.6639,0.0131
02197344,"FOUR MILE CREEK AT ROAD A12.2 (SRS), SC",03,21.0690,0.0423
02197348,"PEN BRANCH AT ROAD A-13 (SRS) , SC",03,21.1837,0.0008
02197380,"LOWER THREE RUNS BELOW PAR POND @ SRS, SC",03,35.0169,0.0034
02197400,"LOWER THREE RUNS NEAR SNELLING, SC",03,60.8358,0.0259
02197500,"SAVANNAH R AT BURTONS FERRY BR NR MILLHAVEN, GA",03,8586.6704,0.0073
02197520,"BRIER CREEK NEAR THOMSON, GA.",03,56.1109,0.0092
02197550,"LITTLE BRIER CREEK NEAR THOMSON, GA.",03,24.3055,0.0127
02197598,"BRUSHY CREEK AT CAMPGROUND ROAD, NEAR WRENS, GA",03,21.8220,0.0010
02197600,"BRUSHY CREEK NEAR WRENS, GA",03,27.8624,0.0049
02197830,"BRIER CREEK NEAR WAYNESBORO, GA.",03,473.1177,0.0002
02198000,"BRIER CREEK AT MILLHAVEN, GA",03,645.6211,0.0006
02198100,"BEAVERDAM CREEK NEAR SARDIS, GA",03,30.6914,0.0035
02198690,"EBENEZER CREEK AT SPRINGFIELD, GA",03,162.0961,0.0006
02198745,"SAVANNAH RIVER NEAR RINCON, GA",03,10107.8419,0.0091
02198920,"SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA",03,10280.2206,0.0019
02200120,"OGEECHEE RIVER AT GA 88, NEAR GRANGE, GA",03,451.1636,0.0040
02200500,"OGEECHEE RIVER (US 1) NEAR LOUISVILLE, GEORGIA",03,806.3082,0.0079
02201000,"WILLIAMSON SWAMP CREEK AT DAVISBORO, GA",03,110.3663,0.0125
02202000,"OGEECHEE RIVER AT SCARBORO, GA",03,1933.1227,0.0035
02202040,"OGEECHEE RIVER AT ROCKY FORD RD, NR ROCKY FORD, GA",03,1955.3228,0.0415
02202190,"OGEECHEE RIVER AT GA 24, NEAR OLIVER, GA",03,2379.8058,0.0041
02202500,"OGEECHEE RIVER NEAR EDEN, GA",03,2665.6952,0.0059
02202600,"BLACK CREEK NEAR BLITCHTON, GA",03,227.9812,0.0173
02202680,"OGEECHEE RIVER AT GA 204, NEAR ELLABELL, GA",03,2994.4708,0.0082
02203000,"CANOOCHEE RIVER NEAR CLAXTON, GA",03,560.5695,0.0100
02203500,"CANOOCHEE RIVER NEAR GROVELAND, GEORGIA",03,931.5206,0.0114
02203603,"SOUTH RIVER AT SPRINGDALE ROAD, AT ATLANTA, GA",03,2.3261,0.0338
02203655,"SOUTH RIVER AT FOREST PARK ROAD, AT ATLANTA, GA",03,23.0080,0.0226
02203700,"INTRENCHMENT CREEK NEAR ATLANTA, GA",03,10.6530,0.0050
02203900,"SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA.",03,100.3958,0.0141
02203950,"SNAPFINGER CREEK NEAR DECATUR, GA",03,13.1077,0.0070
02204070,"SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHONIA, GA",03,184.3132,0.0127
02204130,"HONEY CREEK AT GA 212, NEAR CONYERS, GA",03,25.9165,0.0032
02204285,"PATES CREEK AT BUSTER LEWIS RD NEAR FLIPPEN, GA.",03,11.7323,0.0141
02204500,"SOUTH RIVER NEAR MCDONOUGH, GA.",03,450.7918,0.0114
02204520,"SOUTH RIVER AT GA 81, AT SNAPPING SHOALS, GA",03,465.9924,0.0021
02205500,"PEW CREEK NEAR LAWRENCEVILLE, GA",03,2.4220,0.0033
02205522,"PEW CREEK AT PATTERSON RD, NEAR LAWRENCEVILLE, GA",03,7.4672,0.0667
02205865,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILBURN, GA",03,21.0631,0.0249
02206500,"YELLOW RIVER NEAR SNELLVILLE, GA",03,136.3228,0.0173
02207000,"GARNER CREEK NEAR SNELLVILLE, GA",03,5.3392,0.0362
02207120,"YELLOW RIVER AT GA 124, NEAR LITHONIA, GA",03,161.5328,0.0029
02207185,"NO BUSINESS CREEK AT LEE ROAD, BELOW SNELLVILLE,GA",03,10.1133,0.0013
02207220,"YELLOW RIVER AT PLEASANT HILL RD, NR LITHONIA, GA.",03,216.0463,0.0143
02207335,"YELLOW RIVER AT GEES MILL ROAD, NEAR MILSTEAD, GA",03,255.9490,0.0156
02207385,"BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",03,17.2404,0.0034
02207400,"BRUSHY FORK CREEK AT BEAVER ROAD, NR LOGANVILLE,GA",03,8.2154,0.0080
02207418,"BIG HAYNES CREEK AT JACK TURNER DAM,NR MILSTEAD GA",03,50.0532,0.0811
02207435,LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA,03,25.8182,0.0286
02207448,"BIG HAYNES CREEK AT BALD ROCK ROAD, NR MILSTEAD GA",03,81.8231,0.0357
02207500,"YELLOW RIVER NEAR COVINGTON, GA.",03,376.8870,0.0029
02208000,"YELLOW RIVER ROCKY PLAINS RD NR ROCKY PLAINS, GA",03,429.5849,0.0037
02208050,"ALCOVY RIVER NEAR LAWRENCEVILLE, GA",03,9.9500,0.0020
02208118,"CITY LAKE AT LAWRENCEVILLE, GA.",03,0.8430,0.0808
02208150,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",03,30.7463,0.0017
02208450,"ALCOVY RIVER ABOVE COVINGTON, GA",03,185.6014,0.0033
02208500,"ALCOVY RIVER (US 278) NEAR COVINGTON, GA.",03,225.9839,0.0088
02209000,"ALCOVY RIVER BELOW COVINGTON, GA.",03,246.8235,0.0116
02209500,"ALCOVY RIVER NEAR STEWART, GEORGIA",03,294.3852,0.0116
02210500,"OCMULGEE RIVER NEAR JACKSON, GA",03,1432.4830,0.0088
02211300,"TOWALIGA RIVER NEAR JACKSON, GA.",03,106.0112,0.0096
02211375,"CABIN CREEK AT NORTH SECOND STREET, NR GRIFFIN, GA",03,4.3822,0.0688
02211459,"BIG TOWALIGA CREEK NEAR BARNESVILLE, GA.",03,2.3650,0.0021
02211500,"TOWALIGA RIVER NEAR FORSYTH, GA.",03,315.1084,0.0003
02212500,"OCMULGEE RIVER AT JULIETTE, GA.",03,1968.5031,0.0043
02212600,"FALLING CREEK NEAR JULIETTE, GA",03,72.5458,0.0048
02212735,"OCMULGEE RIVER AT GA 18, AT DAMES FERRY, GA",03,2097.9910,0.0087
02213000,"OCMULGEE RIVER AT MACON, GA",03,2249.0095,0.0040
02213050,"WALNUT CREEK NEAR GRAY, GA.",03,31.2852,0.0005
02213470,"TOBESOFKEE CREEK ABOVE MACON, GA.",03,155.9076,0.0006
02213500,"TOBESOFKEE CREEK NEAR MACON, GA",03,183.1960,0.0066
02213700,"OCMULGEE RIVER NEAR WARNER ROBINS, GA",03,2661.4746,0.0106
02214000,"ECHECONNEE CREEK NEAR MACON, GA.",03,143.1145,0.0264
02214500,"BIG INDIAN CREEK AT PERRY, GA.",03,101.9060,0.0009
02215000,"OCMULGEE RIVER AT HAWKINSVILLE, GA.",03,3780.2047,0.0052
02215100,"TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE, GA",03,163.9854,0.0060
02215400,"BIG HORSE CREEK NEAR LUMBER CITY, GA",03,150.9962,0.0258
02215500,"OCMULGEE RIVER AT LUMBER CITY, GA",03,5238.1744,0.0112
02215900,"LITTLE OCMULGEE RIVER AT GA 149, AT SCOTLAND, GA",03,314.5431,0.0046
02216000,"LITTLE OCMULGEE RIVER AT TOWNS, GA",03,349.8932,0.0032
02216180,"TURNPIKE CREEK NEAR MCRAE, GA",03,49.2831,0.0017
02216610,"TILLMAN MILL CREEK NEAR LUMBER CITY, GA.",03,2.7751,0.0240
02217000,"ALLEN CREEK AT TALMO, GA.",03,18.7314,0.0292
02217475,"MIDDLE OCONEE RIVER NEAR ARCADE, GA",03,332.4972,0.0015
02217500,"MIDDLE OCONEE RIVER NEAR ATHENS, GA",03,392.4142,0.0140
02217615,"NORTH OCONEE R AT WOODBRIDGE RD, NEAR COMMERCE, GA",03,99.5993,0.0030
02217770,"NORTH OCONEE RIVER AT COLLEGE ST, AT ATHENS, GA",03,275.5797,0.0439
02217900,"NORTH OCONEE RIVER AT ATHENS, GA.",03,289.6753,0.0011
02218300,"OCONEE RIVER NEAR PENFIELD, GA",03,942.3387,0.0025
02218500,"OCONEE RIVER NEAR GREENSBORO, GA.",03,1076.2457,0.0126
02218565,"APALACHEE RIVER AT FENCE ROAD, NEAR DACULA, GA",03,5.7266,0.0082
02219000,"APALACHEE RIVER NEAR BOSTWICK, GA",03,176.2966,0.0017
02219500,"APALACHEE RIVER NEAR BUCKHEAD, GA.",03,444.6864,0.0199
02220500,"OCONEE RIVER (SR 16) NEAR SPARTA, GA.",03,1832.0764,0.0011
02220550,"WHITTEN CREEK NEAR SPARTA, GA.",03,16.8359,0.0142
02220900,"LITTLE RIVER NEAR EATONTON, GA",03,266.4001,0.0168
02221000,"MURDER CREEK NEAR MONTICELLO, GA",03,23.6568,0.0143
02221525,"MURDER CREEK BELOW EATONTON, GA",03,190.4683,0.0025
02223000,"OCONEE RIVER AT MILLEDGEVILLE, GA",03,2941.6623,0.0028
